0.006286621,0.009521484
0.0016479492,-0.011779785
0.031799316,0.031311035
-0.0033569336,-0.026367188
0.069610596,0.07299805
-0.05392456,-0.09573364
0.4076233,0.383667
0.14331055,0.20007324
-0.13821411,-0.1375122
-0.005706787,0.02407837
-0.09567261,-0.08068848
-0.028411865,0.0016479492
-0.08105469,-0.06585693
-0.030059814,-0.016906738
-0.06286621,-0.049621582
-0.03692627,-0.02029419
-0.046844482,-0.0390625
-0.033294678,-0.022888184
-0.045196533,-0.030792236
-0.030548096,-0.027130127
-0.04510498,-0.032226562
-0.03866577,-0.02255249
-0.041107178,-0.025787354
-0.03842163,-0.026763916
-0.044433594,-0.029174805
-0.04864502,-0.023590088
-0.05368042,-0.031341553
-0.053985596,-0.034057617
-0.053649902,-0.036621094
-0.057647705,-0.039154053
-0.058898926,-0.039978027
-0.06109619,-0.041290283
-0.06274414,-0.0435791
-0.06271362,-0.049072266
-0.06088257,-0.050445557
-0.057556152,-0.047302246
-0.04864502,-0.044891357
-0.052642822,-0.04284668
-0.046875,-0.046417236
-0.04031372,-0.044647217
-0.03717041,-0.034698486
-0.03781128,-0.040649414
-0.033935547,-0.0390625
-0.034698486,-0.030548096
-0.028442383,-0.025939941
-0.022125244,-0.02822876
-0.028442383,-0.027130127
-0.028625488,-0.027740479
-0.027648926,-0.024780273
-0.02053833,-0.01574707
-0.017608643,-0.014160156
-0.026885986,-0.016540527
-0.026428223,-0.022644043
-0.026275635,-0.015045166
-0.028198242,-0.013793945
-0.026031494,-0.017089844
-0.022155762,-0.01272583
-0.018493652,-0.013000488
-0.0211792,-0.010070801
-0.023162842,-0.008392334
-0.020019531,-0.012420654
-0.022216797,-0.018463135
-0.013092041,-0.008026123
-0.012481689,-0.0077819824
-0.023498535,-0.0057678223
-0.017852783,-0.006072998
-0.01373291,-0.011230469
-0.018371582,-0.004211426
-0.01928711,-0.002532959
-0.020843506,-0.0074157715
-0.01751709,-0.011627197
-0.013946533,-0.010803223
-0.011474609,-0.016479492
-0.006500244,-0.010681152
-0.005004883,-0.00079345703
-0.0071105957,-0.0056762695
6.1035156e-05,-0.00592041
-0.004333496,-0.006958008
-0.006713867,0.0008239746
-0.004211426,-0.005859375
0.00024414062,-0.011871338
-0.00491333,-0.0077819824
-0.011230469,-0.010925293
-0.014373779,-0.0036010742
-0.01727295,-0.0073547363
-0.018341064,-0.011169434
-0.018249512,-0.011993408
-0.019714355,-0.012512207
-0.023040771,-0.01739502
-0.022857666,-0.019683838
-0.036712646,-0.025512695
-0.047302246,-0.028320312
-0.04647827,-0.031341553
-0.05307007,-0.037902832
-0.046051025,-0.025390625
-0.041992188,-0.029907227
-0.055603027,-0.024291992
-0.05230713,-0.020904541
-0.05053711,-0.0256958
-0.05343628,-0.029174805
-0.05618286,-0.031066895
-0.058624268,-0.023651123
-0.059051514,-0.033111572
-0.056274414,-0.035125732
-0.047546387,-0.033813477
-0.05230713,-0.030853271
-0.049926758,-0.039123535
-0.040039062,-0.034301758
-0.044708252,-0.03543091
-0.04660034,-0.041534424
-0.050964355,-0.03942871
-0.05505371,-0.04168701
-0.057006836,-0.04473877
-0.057373047,-0.04598999
-0.059631348,-0.052337646
-0.06686401,-0.053344727
-0.067108154,-0.04788208
-0.074279785,-0.05493164
-0.076660156,-0.0546875
-0.07272339,-0.059936523
-0.077056885,-0.05596924
-0.081207275,-0.060760498
-0.08230591,-0.06637573
-0.08660889,-0.0592041
-0.08609009,-0.058746338
-0.07745361,-0.05819702
-0.078125,-0.05319214
-0.075531006,-0.055603027
-0.07022095,-0.050048828
-0.07324219,-0.048828125
-0.06982422,-0.051696777
-0.07223511,-0.05441284
-0.069610596,-0.055389404
-0.074920654,-0.054718018
-0.078552246,-0.055755615
-0.07455444,-0.052001953
-0.08117676,-0.05480957
-0.07766724,-0.051971436
-0.06945801,-0.049346924
